called out in Ryan's setup,site_index,loc_id,identify groups,group,group number,in sites?,First date,Last date,count,less_than_15,window_flag,drop_flag,drop_note,index_well_flag,x_2265,y_2265,assigned aquifer,total_depth,top_screen,bot_screen,lse_navd88,should_be_lay,in_current_model,total_depth_elev,top_screen_ele,bot_screen_ele,mid_pt,layer_midpt,manually_corrected_lay,top_lay1,bot_lay1,bot_lay2,bot_lay3,bot_lay4,bot_lay5,bot_lay6,bot_lay7,index_right,row,col,groups_diff_row_col_flag
,24264,13504831CBCA2,13504831CBCA,157A,157,1,9/9/1998,11/5/2024,113,no,,,,FALSE,2907097.279,-174234.5623,Undefined,130,110,115,938.96,,yes,808.96,828.96,823.96,826.46,3,3,938.1359,920.4502,867.3931,778.9647,761.2791,743.321,534.3732,529.3732,1387,17,44,FALSE
,24265,13404808CCCA,13404808CCCA,158A,158,1,9/9/1998,5/12/2020,85,no,,,,FALSE,2912712.189,-185291.423,Wahpeton Buried Valley,196,150,155,937.98,5,yes,741.98,787.98,782.98,785.48,5,5,938.9191,923.7253,878.144,802.1751,786.9813,766.1502,564.8605,559.8605,2805,35,40,FALSE
,24266,13404901ADDB2,13404901ADDB,159A,159,1,9/9/1998,11/5/2024,110,no,,,,TRUE,2906287.444,-177786.708,Wahpeton Sand Plain,160,132,137,937.44,,yes,777.44,805.44,800.44,802.94,3,3,938.2236,918.6846,860.0679,762.3733,742.8344,737.8344,537.7651,532.7651,1620,20,40,FALSE
,24267,13404807CBB2,13404807CBB,160A,160,1,9/9/1998,11/5/2024,112,no,,,,TRUE,2907161.704,-183844.093,Wahpeton Sand Plain,117,91,96,936.63,,yes,819.63,845.63,840.63,843.13,3,3,936.713,920.5306,871.9837,791.0721,774.8898,769.8898,577.0263,572.0263,2247,28,35,FALSE
,24280,13304734ADCC2,13304734ADCC,161A,161,0,9/23/1998,5/14/2024,158,no,,,,FALSE,2960575.918,-233717.1761,Wahpeton Buried Valley,260,248,253,963.76,5,no,703.76,715.76,710.76,713.26,6,5,964.5613,947.5023,896.3251,811.0299,793.9708,732.3367,560.9376,555.9376,10950,138,48,FALSE
,24287,13304720DDD3,13304720DDD,100C,100,1,10/13/1998,11/5/2024,107,no,,,,TRUE,2950855.148,-226283.8324,Wahpeton Buried Valley,260,244,249,967.58,5,yes,707.58,723.58,718.58,721.08,5,5,967.3935,953.6701,912.4999,843.8828,830.1594,695.5653,528.1523,523.1523,9524,120,44,TRUE
,24288,13404901DDD2,13404901DDD,163A,163,1,10/13/1998,11/5/2024,108,no,,,,FALSE,2906594.159,-180474.3542,Undefined,140,111,116,939.48,,yes,799.48,828.48,823.48,825.98,3,3,938.1646,919.5851,863.8467,770.9493,752.3698,747.3698,552.6113,547.6113,1854,23,37,FALSE
,24289,13204703ACDB1,13204703ACDB,164A,164,0,10/13/1998,11/5/2024,93,no,,TRUE,duplicate of the wsp data,FALSE,2964586.35,-238335.516,Undefined,73,58,63,965.21,,no,892.21,907.21,902.21,904.71,3,3,961.868,948.0361,906.5404,837.3809,823.549,818.549,657.1544,652.1544,11661,147,48,FALSE
,24291,13204703ACDB3,13204703ACDB,164B,164,0,10/13/1998,11/5/2024,93,no,,,,FALSE,2964588.431,-238371.211,Wahpeton Sand Plain,140,128,133,965.21,,no,825.21,837.21,832.21,834.71,4,3,961.868,948.0361,906.5404,837.3809,823.549,818.549,657.1544,652.1544,11661,147,48,FALSE
,29767,13304717CACB1,13304717CACB,166A,166,1,6/8/2004,6/8/2004,1,yes,,TRUE,less than 15 pts,FALSE,2947019.84,-219576.7356,Undefined,25,15,25,963.03,,no,938.03,948.03,938.03,943.03,2,2,963.643,952.3083,918.3044,861.6312,850.2965,691.6727,521.5376,516.5376,8578,108,46,FALSE
,29768,13304717CABC1,13304717CABC,167A,167,1,6/8/2004,6/8/2004,1,yes,,TRUE,less than 15 pts,FALSE,2947003.97,-219261.5512,Undefined,25,15,25,963.13,,no,938.13,948.13,938.13,943.13,2,2,963.643,952.3083,918.3044,861.6312,850.2965,691.6727,521.5376,516.5376,8578,108,46,FALSE
,29769,13304717CAAB1,13304717CAAB,168A,168,1,6/8/2004,11/14/2007,10,yes,,TRUE,less than 15 pts,FALSE,2947624.4,-218914.3192,Undefined,30,20,30,959.33,,no,929.33,939.33,929.33,934.33,2,2,962.287,950.5797,915.4576,856.9208,845.2134,706.4771,535.994,530.994,8579,108,47,FALSE
,29770,13304717CAAB2,13304717CAAB,168B,168,1,6/8/2004,11/14/2007,10,yes,,TRUE,less than 15 pts,FALSE,2947624.4,-218914.3192,Wahpeton Shallow Sand,50,40,50,959.53,,no,909.53,919.53,909.53,914.53,3,3,962.287,950.5797,915.4576,856.9208,845.2134,706.4771,535.994,530.994,8579,108,47,FALSE
,29771,13304717DCBD1,13304717DCBD,170A,170,1,6/8/2004,11/14/2007,9,yes,,TRUE,less than 15 pts,FALSE,2948699.664,-220436.3865,Undefined,32,22,32,963.43,,no,931.43,941.43,931.43,936.43,2,2,964.7222,953.2365,918.7791,861.3501,849.8643,700.0546,535.33,530.33,8816,111,47,FALSE
,30234,13304720ACDDC,13304720ACDDC,171A,171,1,6/8/2004,11/15/2007,10,yes,,TRUE,less than 15 pts,FALSE,2949514.237,-223730.1286,Wahpeton Shallow Sand,26,14,24,971.82,,no,945.82,957.82,947.82,952.82,2,2,967.4937,955.623,920.0112,860.6581,848.7875,689.7279,528.28,523.28,9130,115,45,FALSE
,30235,13304720ABDDAC,13304720ABDDAC,172A,172,1,6/8/2004,11/15/2007,10,yes,,TRUE,less than 15 pts,FALSE,2949566.348,-222290.3996,Wahpeton Shallow Sand,47,37,47,973.82,,no,926.82,936.82,926.82,931.82,2,2,967.2153,955.6964,921.1399,863.5457,852.0269,680.5018,518.4559,513.4559,9052,114,46,FALSE
,30236,13304720ABABC,13304720ABABC,173A,173,1,6/8/2004,11/15/2007,10,yes,,TRUE,less than 15 pts,FALSE,2949067.937,-221455.9955,Wahpeton Shallow Sand,44,34,44,975.82,,no,931.82,941.82,931.82,936.82,2,2,966.6436,955.1771,920.7774,863.4446,851.9781,699.3322,536.4449,531.4449,8895,112,47,FALSE
,30237,13304720ADD5,13304720ADD,63D,63,1,6/8/2004,11/15/2007,9,yes,,TRUE,less than 15 pts,FALSE,2950738.58,-223420.9904,Wahpeton Shallow Sand,25,15,25,972.82,,no,947.82,957.82,947.82,952.82,2,2,967.3938,955.1941,918.5951,857.5967,845.397,681.8743,519.8026,514.8026,9211,116,47,FALSE
,126755,13304720BAA5,13304720BAA,66E,66,1,6/7/2010,1/9/2025,78585,no,,TRUE,66F covers the same time period - keep this data in mind since it's high res,FALSE,2948037.898,-221264.6436,Wahpeton Buried Valley,280,240,245,965.78,5,yes,685.78,725.78,720.78,723.28,5,5,966.1504,954.994,921.525,865.7431,854.5867,686.8138,521.784,516.784,8815,111,46,TRUE
,126756,13304720BAA6,13304720BAA,66F,66,1,6/7/2010,11/5/2024,52,no,,,,TRUE,2948024.033,-221265.7076,Wahpeton Sand Plain,131,125,130,965.85,,yes,834.85,840.85,835.85,838.35,5,5,966.1504,954.994,921.525,865.7431,854.5867,686.8138,521.784,516.784,8815,111,46,TRUE
,126757,13304720BAA7,13304720BAA,66G,66,1,6/7/2010,11/5/2024,52,no,,,,FALSE,2948009.897,-221266.42,Wahpeton Shallow Sand,53,39,44,965.94,,yes,912.94,926.94,921.94,924.44,2,2,966.1504,954.994,921.525,865.7431,854.5867,686.8138,521.784,516.784,8815,111,46,TRUE
,126758,13304718ADA2,13304718ADA,3B,3,1,6/7/2010,1/9/2025,46130,no,,,,TRUE,2945404.381,-217799.7398,Wahpeton Buried Valley,232,217,222,961.14,5,yes,729.14,744.14,739.14,741.64,5,5,960.5298,948.8938,913.9856,855.8052,844.1692,720.266,541.5216,536.5216,8262,104,46,FALSE
,126759,13304733CBDB,13304733CBDB,179A,179,1,6/7/2010,5/8/2019,33,no,,,,FALSE,2952298.437,-234999.4102,Wahpeton Shallow Sand,240,60,65,966.11,,yes,726.11,906.11,901.11,903.61,2,2,966.9955,947.9479,890.8051,795.5671,776.5195,771.5195,590.5383,585.5383,10386,131,37,FALSE
,127050,13304720BBBAB6,13304720BBBAB,195H,195,1,11/6/2006,11/6/2006,1,yes,,TRUE,less than 15 pts,FALSE,2946082.162,-221435.4382,Wahpeton Shallow Sand,26,10,20,961.71,,no,935.71,951.71,941.71,946.71,2,2,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,127512,13204812CAA2,13204812CAA,181A,181,0,9/28/2011,11/5/2024,9842,no,,TRUE,bye bye WR,FALSE,2942397.776,-245591.6699,Wild Rice,340,270,275,959.69,,no,619.69,689.69,684.69,687.19,7,7,956.546,945.9041,913.9785,860.769,850.1272,845.1272,712.9658,661.2985,10601,134,15,FALSE
yes - to wbv,130679,13304810DDD,13304810DDD,182A,182,1,7/10/2018,1/9/2025,69747,no,,TRUE,bye bye WR,FALSE,2929203.584,-216522.0053,Wild Rice,479,437,442,943.12,,yes,464.12,506.12,501.12,503.62,7,7,940.2806,926.7689,886.2336,818.6749,805.1632,800.1632,581.1564,548.1443,6901,87,28,FALSE
,130680,13304810DDD2,13304810DDD,182B,182,1,7/10/2018,1/9/2025,43889,no,,,,FALSE,2929203.584,-216522.0053,Wahpeton Shallow Sand,80,75,80,943.24,,yes,863.24,868.24,863.24,865.74,3,3,940.2806,926.7689,886.2336,818.6749,805.1632,800.1632,581.1564,548.1443,6901,87,28,FALSE
yes - to wbv,130681,13304822AAA,13304822AAA,184A,184,1,7/10/2018,1/9/2025,68660,no,,TRUE,bye bye WR,FALSE,2929451.179,-222466.4206,Wild Rice,531,491,496,949.03,,yes,418.03,458.03,453.03,455.53,7,7,948.9721,937.5152,903.1445,845.86,834.4031,829.4031,578.6819,537.0319,7449,94,23,FALSE
,130683,13204802ADC,13204802ADC,185A,185,0,7/10/2018,1/9/2025,68617,no,,TRUE,bye bye WR,FALSE,2939257.52,-239830.3675,Wild Rice,454,310,315,957.66,,no,503.66,647.66,642.66,645.16,7,7,957.0872,943.9688,904.6136,839.0217,825.9033,820.9033,674.5651,628.2693,9813,124,17,FALSE
,130781,13304826DCC,13304826DCC,186A,186,0,10/31/2018,1/9/2025,58874,no,,TRUE,bye bye WR,FALSE,2933249.801,-232211.8987,Wild Rice,400,373,378,954.63,,no,554.63,581.63,576.63,579.13,7,7,956.2745,945.6926,913.9467,861.0369,850.4549,845.4549,679.8085,585.8442,8629,109,18,FALSE
,130794,13304823CCC,13304823CCC,187A,187,0,9/16/2019,5/12/2020,4,yes,,TRUE,less than 15 pts,FALSE,2930359.487,-227020.0635,Wild Rice,540,365,370,955.83,,no,415.83,590.83,585.83,588.33,7,7,951.6544,941.4979,911.0285,860.2462,850.0897,845.0897,618.199,564.1365,7920,100,20,FALSE
,130928,13304802DDD,13304802DDD,188A,188,1,9/16/2019,1/9/2025,58881,no,,,,FALSE,2934274.7,-211035.7249,Wahpeton Buried Valley,320,230,235,950.79,5,yes,630.79,720.79,715.79,718.29,5,5,951.381,936.6677,892.5279,818.9615,804.2482,708.3038,572.9816,550.2122,6834,86,40,FALSE
yes - to wbv,130936,13304802CBB,13304802CBB,189A,189,1,10/8/2019,1/9/2025,46215,no,,,,FALSE,2929325.71,-208905.721,Wahpeton Buried Valley,452,262,267,946.32,5,yes,494.32,684.32,679.32,681.82,6,5,945.9584,932.5836,892.4589,825.5845,812.2097,686.8322,558.0627,536.0409,6198,78,36,FALSE
,130971,13304720BADCA3,13304720BADCA,74B,74,1,3/30/1989,5/17/2007,71,no,,,,FALSE,2947955.652,-222334.3696,Wahpeton Shallow Sand,92,74,85,982.82,,yes,890.82,908.82,897.82,903.32,3,3,964.2357,953.1404,919.8549,864.3789,853.2837,682.3303,518.0193,513.0193,8893,112,45,FALSE
,131061,13304802DCD,13304802DCD,191A,191,1,10/7/2020,11/21/2023,37731,no,,,,FALSE,2932997.265,-211103.2088,Wahpeton Buried Valley,265,254,264,949.21,5,yes,684.21,695.21,685.21,690.21,6,5,949.2578,935.1732,892.9191,822.4957,808.411,709.3157,572.4872,547.2633,6753,85,38,FALSE
yes - to wbv,131062,13304802DDD2,13304802DDD,188B,188,1,10/7/2020,11/21/2023,37581,no,,TRUE,Unrealistic heads,FALSE,2934274.7,-211035.7249,Wild Rice,480,363,373,951.21,,yes,471.21,588.21,578.21,583.21,6,7,951.381,936.6677,892.5279,818.9615,804.2482,708.3038,572.9816,550.2122,6834,86,40,FALSE
yes - to wbv,131208,13304802DDD3,13304802DDD,188C,188,1,6/3/2021,11/5/2024,12081,no,,TRUE,duplicate wbv data,FALSE,2934274.7,-211035.7249,Wahpeton Buried Valley,288,223,283,951.31,5,yes,663.31,728.31,668.31,698.31,6,5,951.381,936.6677,892.5279,818.9615,804.2482,708.3038,572.9816,550.2122,6834,86,40,FALSE
yes - to wbv,131210,13304802DDC,13304802DDC,194A,194,1,6/3/2021,11/21/2023,37728,no,,,,FALSE,2933641.795,-211069.3712,Wahpeton Buried Valley,252,240,250,949.39,5,yes,697.39,709.39,699.39,704.39,6,5,949.2297,935.1585,892.9449,822.5888,808.5176,713.0887,576.6583,552.5182,6754,85,39,FALSE
,131254,13304802DDD4,13304802DDD,188D,188,1,6/8/2021,11/14/2023,9077,no,,TRUE,duplicate wbv data,FALSE,2934274.7,-211035.7249,Wahpeton Buried Valley,,,,951.12,5,no,na,804,708,#DIV/0!,,5,951.381,936.6677,892.5279,818.9615,804.2482,708.3038,572.9816,550.2122,6834,86,40,FALSE
yes - to wbv,132039,13304802CBB2,13304802CBB,189B,189,1,11/1/2022,1/9/2025,19188,no,,TRUE,bye bye WR,FALSE,2929316.917,-208901.7726,Wild Rice,400,350,355,946.32,,yes,546.32,596.32,591.32,593.82,6,7,945.9584,932.5836,892.4589,825.5845,812.2097,686.8322,558.0627,536.0409,6198,78,36,FALSE
,132040,13404832DAA2,13404832DAA,110B,110,1,11/1/2022,11/5/2024,8,yes,,TRUE,less than 15 pts,FALSE,2918313.703,-204157.4946,Wahpeton Sand Plain,100,73,78,943.83,,no,843.83,870.83,865.83,868.33,3,3,943.3715,932.4464,899.6707,845.0447,834.1195,829.1195,615.9031,610.9031,4926,62,28,FALSE
