xy_id,group_block,Grouped,Aquifer_Units,start_x,start_y,start_z,end_z,Top_Screen_Elev,Bottom_Screen_Elev,bh_id,model_unit,model_unit_4_lay
2931236.967_-153409.421,9,Clay,,2931236.967,-153409.4206,838.0711109,835.0711109,,,bh_121,outside_grid,outside_grid
2931394.926_-199674.834,1,Clay,,2931394.926,-199674.8344,947.3189087,897.3189087,,,bh_122,WSS,WSS
2931394.926_-199674.834,2,Aquifer,,2931394.926,-199674.8344,897.3189087,857.3189087,,,bh_122,WSS,WSS
2931394.926_-199674.834,3,Clay,,2931394.926,-199674.8344,857.3189087,612.3189087,,,bh_122,DC,DC
2931394.926_-199674.834,4,Bedrock,,2931394.926,-199674.8344,612.3189087,602.3189087,,,bh_122,DC,DC
2931632.352_-194399.053,1,Clay,,2931632.352,-194399.0531,945.992772,700.992772,,,bh_123,WSS,WSS
2931632.352_-194399.053,2,Aquifer,,2931632.352,-194399.0531,700.992772,670.992772,,,bh_123,DC,DC
2931632.352_-194399.053,3,Clay,,2931632.352,-194399.0531,670.992772,600.992772,,,bh_123,DC,DC
2931632.352_-194399.053,4,Aquifer,,2931632.352,-194399.0531,600.992772,580.992772,,,bh_123,DC,DC
2931688.071_-211174.627,1,Clay,,2931688.071,-211174.6272,947.095375,872.095375,,,bh_124,WSS,WSS
2931688.071_-211174.627,2,Aquifer,,2931688.071,-211174.6272,872.095375,869.095375,,,bh_124,WSS,WSS
2931688.071_-211174.627,3,Clay,,2931688.071,-211174.6272,869.095375,825.095375,,,bh_124,WSS,WSS
2931688.071_-211174.627,4,Aquifer,,2931688.071,-211174.6272,825.095375,801.095375,,,bh_124,WBV,WBV
2931688.071_-211174.627,5,Clay,,2931688.071,-211174.6272,801.095375,796.095375,,,bh_124,WBV,WBV
2931688.071_-211174.627,6,Aquifer,,2931688.071,-211174.6272,796.095375,784.095375,,,bh_124,WBV,WBV
2931688.071_-211174.627,7,Clay,,2931688.071,-211174.6272,784.095375,667.095375,,,bh_124,DC,DC
2931819.798_-182419.702,1,Clay,,2931819.798,-182419.7022,943.2072401,800,,,bh_125,WSS,WSS
2931819.798_-182419.702,1,Clay,,2931819.798,-182419.7022,800,599.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,2,Aquifer,,2931819.798,-182419.7022,599.2072401,596.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,3,Clay,,2931819.798,-182419.7022,596.2072401,581.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,4,Aquifer,,2931819.798,-182419.7022,581.2072401,578.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,5,Clay,,2931819.798,-182419.7022,578.2072401,512.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,6,Aquifer,,2931819.798,-182419.7022,512.2072401,510.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,7,Clay,,2931819.798,-182419.7022,510.2072401,492.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,8,Aquifer,,2931819.798,-182419.7022,492.2072401,477.2072401,,,bh_125,DC,DC
2931819.798_-182419.702,9,Blank,,2931819.798,-182419.7022,477.2072401,477.2072401,,,bh_125,DC,DC
2932132.446_-187189.261,1,Clay,,2932132.446,-187189.261,944.6532506,915.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,2,Aquifer,,2932132.446,-187189.261,915.6532506,901.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,3,Clay,,2932132.446,-187189.261,901.6532506,899.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,4,Aquifer,,2932132.446,-187189.261,899.6532506,871.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,5,Clay,,2932132.446,-187189.261,871.6532506,837.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,6,Aquifer,,2932132.446,-187189.261,837.6532506,819.6532506,,,bh_126,WSS,WSS
2932132.446_-187189.261,7,Clay,,2932132.446,-187189.261,819.6532506,818.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,8,Aquifer,,2932132.446,-187189.261,818.6532506,802.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,9,Clay,,2932132.446,-187189.261,802.6532506,725.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,10,Bedrock,,2932132.446,-187189.261,725.6532506,724.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,11,Aquifer,,2932132.446,-187189.261,724.6532506,723.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,12,Clay,,2932132.446,-187189.261,723.6532506,717.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,13,Aquifer,,2932132.446,-187189.261,717.6532506,714.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,14,Clay,,2932132.446,-187189.261,714.6532506,699.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,15,Aquifer,,2932132.446,-187189.261,699.6532506,693.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,16,Clay,,2932132.446,-187189.261,693.6532506,689.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,17,Aquifer,,2932132.446,-187189.261,689.6532506,677.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,18,Clay,,2932132.446,-187189.261,677.6532506,627.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,19,Aquifer,,2932132.446,-187189.261,627.6532506,612.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,20,Clay,,2932132.446,-187189.261,612.6532506,609.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,21,Aquifer,,2932132.446,-187189.261,609.6532506,607.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,22,Clay,,2932132.446,-187189.261,607.6532506,602.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,23,Aquifer,,2932132.446,-187189.261,602.6532506,598.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,24,Clay,,2932132.446,-187189.261,598.6532506,582.6532506,,,bh_126,DC,DC
2932132.446_-187189.261,25,Aquifer,,2932132.446,-187189.261,582.6532506,537.6532506,,,bh_126,DC,DC
2932586.731_-222153.938,1,Clay,,2932586.731,-222153.9384,944.0089997,824.0089997,,,bh_127,WSS,WSS
2932586.731_-222153.938,2,Aquifer,,2932586.731,-222153.9384,824.0089997,804.0089997,,,bh_127,WSS,WSS
2932586.731_-222153.938,3,Clay,,2932586.731,-222153.9384,804.0089997,711.0089997,,,bh_127,DC,DC
2932586.731_-222153.938,4,Aquifer,,2932586.731,-222153.9384,711.0089997,702.0089997,,,bh_127,WR,WR
2932966.011_-210439.834,1,Clay,,2932966.011,-210439.8341,948.8419602,806.8419602,,,bh_128,WSS,WSS
2932966.011_-210439.834,2,Aquifer,,2932966.011,-210439.8341,806.8419602,790.8419602,,,bh_128,WBV,WBV
2932966.011_-210439.834,3,Clay,,2932966.011,-210439.8341,790.8419602,786.8419602,,,bh_128,WBV,WBV
2932966.011_-210439.834,4,Aquifer,Wahpeton,2932966.011,-210439.8341,786.8419602,725.8419602,,,bh_128,WBV,WBV
2932966.011_-210439.834,5,Clay,,2932966.011,-210439.8341,725.8419602,710.8419602,,,bh_128,DC,DC
2932966.011_-210439.834,6,Aquifer,,2932966.011,-210439.8341,710.8419602,708.8419602,,,bh_128,DC,DC
2932966.011_-210439.834,7,Clay,,2932966.011,-210439.8341,708.8419602,668.8419602,,,bh_128,DC,DC
2932997.265_-211103.209,1,,Wahpeton Buried Valley,2932997.265,-211103.2088,,,694.36,684.36,bh_129,outside_grid,outside_grid
2932999.083_-211105.928,1,Clay,,2932999.083,-211105.9277,948.5578455,922.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,2,Aquifer,,2932999.083,-211105.9277,922.5578455,919.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,3,Clay,,2932999.083,-211105.9277,919.5578455,898.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,4,Aquifer,,2932999.083,-211105.9277,898.5578455,897.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,5,Clay,,2932999.083,-211105.9277,897.5578455,880.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,6,Aquifer,,2932999.083,-211105.9277,880.5578455,876.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,7,Clay,,2932999.083,-211105.9277,876.5578455,866.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,8,Aquifer,,2932999.083,-211105.9277,866.5578455,860.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,9,Clay,,2932999.083,-211105.9277,860.5578455,856.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,10,Aquifer,,2932999.083,-211105.9277,856.5578455,851.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,11,Clay,,2932999.083,-211105.9277,851.5578455,850.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,12,Aquifer,,2932999.083,-211105.9277,850.5578455,848.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,13,Clay,,2932999.083,-211105.9277,848.5578455,836.5578455,,,bh_130,WSS,WSS
2932999.083_-211105.928,14,Aquifer,Wahpeton,2932999.083,-211105.9277,836.5578455,684.5578455,,,bh_130,WBV,WBV
2932999.083_-211105.928,15,Bedrock,,2932999.083,-211105.9277,684.5578455,683.5578455,,,bh_130,DC,DC
2933251.58_-232214.568,1,Clay,,2933251.58,-232214.5685,956.1597355,934.1597355,,,bh_131,WSS,WSS
2933251.58_-232214.568,2,Aquifer,,2933251.58,-232214.5685,934.1597355,886.1597355,,,bh_131,WSS,WSS
2933251.58_-232214.568,3,Bedrock,,2933251.58,-232214.5685,886.1597355,875.1597355,,,bh_131,DC,DC
2933251.58_-232214.568,4,Clay,,2933251.58,-232214.5685,875.1597355,851.1597355,,,bh_131,DC,DC
2933251.58_-232214.568,5,Aquifer,,2933251.58,-232214.5685,851.1597355,646.1597355,,,bh_131,WR,WR
2933251.58_-232214.568,6,Clay,,2933251.58,-232214.5685,646.1597355,596.1597355,,,bh_131,WR,WR
2933251.58_-232214.568,7,Aquifer,,2933251.58,-232214.5685,596.1597355,570.1597355,,,bh_131,WR,WR
2933251.58_-232214.568,8,Bedrock,,2933251.58,-232214.5685,570.1597355,556.1597355,,,bh_131,bot,bot
2933641.795_-211069.371,1,,Wahpeton Buried Valley,2933641.795,-211069.3712,,,708.54,698.54,bh_132,outside_grid,outside_grid
2933643.612_-211072.09,1,Clay,,2933643.612,-211072.0901,949.8698059,914.8698059,,,bh_133,drop,drop
2933643.612_-211072.09,2,Aquifer,,2933643.612,-211072.0901,914.8698059,898.8698059,,,bh_133,drop,drop
2933643.612_-211072.09,3,Clay,,2933643.612,-211072.0901,898.8698059,873.8698059,,,bh_133,drop,drop
2933643.612_-211072.09,4,Aquifer,Wahpeton,2933643.612,-211072.0901,873.8698059,702.8698059,,,bh_133,drop,drop
2933643.612_-211072.09,5,Bedrock,,2933643.612,-211072.0901,702.8698059,699.8698059,,,bh_133,drop,drop
2933643.612_-211072.09,6,Aquifer,,2933643.612,-211072.0901,699.8698059,697.8698059,,,bh_133,drop,drop
2933811.744_-168658.37,1,Clay,,2933811.744,-168658.3699,950.8453975,885.8453975,,,bh_134,outside_grid,outside_grid
2933811.744_-168658.37,2,Aquifer,,2933811.744,-168658.3699,885.8453975,882.8453975,,,bh_134,outside_grid,outside_grid
2933811.744_-168658.37,3,Clay,,2933811.744,-168658.3699,882.8453975,666.8453975,,,bh_134,outside_grid,outside_grid
2933811.744_-168658.37,4,Aquifer,,2933811.744,-168658.3699,666.8453975,653.8453975,,,bh_134,outside_grid,outside_grid
2933811.744_-168658.37,5,Clay,,2933811.744,-168658.3699,653.8453975,653.8453975,,,bh_134,outside_grid,outside_grid
2934113.747_-207762.749,1,,Wahpeton Sand Plain,2934113.747,-207762.7487,,,857.98,854.98,bh_135,outside_grid,outside_grid
2934115.569_-207765.475,1,Clay,,2934115.569,-207765.4749,948.1670617,906.1670617,,,bh_136,WSS,WSS
2934115.569_-207765.475,2,Aquifer,,2934115.569,-207765.4749,906.1670617,873.1670617,,,bh_136,WSS,WSS
2934115.569_-207765.475,3,Clay,,2934115.569,-207765.4749,873.1670617,866.1670617,,,bh_136,WSS,WSS
2934115.569_-207765.475,4,Aquifer,,2934115.569,-207765.4749,866.1670617,847.1670617,,,bh_136,WSP,WSS
2934115.569_-207765.475,5,Clay,,2934115.569,-207765.4749,847.1670617,838.1670617,,,bh_136,WSP,WSS
2934115.569_-207765.475,6,Aquifer,,2934115.569,-207765.4749,838.1670617,835.1670617,,,bh_136,WSP,WSS
2934115.569_-207765.475,7,Clay,,2934115.569,-207765.4749,835.1670617,818.1670617,,,bh_136,DC,DC
2934115.569_-207765.475,8,Bedrock,,2934115.569,-207765.4749,818.1670617,816.1670617,,,bh_136,DC,DC
2934115.569_-207765.475,9,Clay,Wahpeton,2934115.569,-207765.4749,816.1670617,668.1670617,,,bh_136,DC,DC
2934117.002_-168716.95,1,Clay,,2934117.002,-168716.9505,952.4525398,892.4525398,,,bh_137,outside_grid,outside_grid
2934117.002_-168716.95,2,Aquifer,,2934117.002,-168716.9505,892.4525398,884.4525398,,,bh_137,outside_grid,outside_grid
2934117.002_-168716.95,3,Clay,,2934117.002,-168716.9505,884.4525398,788.4525398,,,bh_137,outside_grid,outside_grid
2934117.002_-168716.95,4,Aquifer,,2934117.002,-168716.9505,788.4525398,668.4525398,,,bh_137,outside_grid,outside_grid
2934117.002_-168716.95,5,Clay,,2934117.002,-168716.9505,668.4525398,654.4525398,,,bh_137,outside_grid,outside_grid
2934190.467_-184383.164,1,Clay,,2934190.467,-184383.1643,944.8524607,831.8524607,,,bh_138,WSS,WSS
2934190.467_-184383.164,2,Aquifer,,2934190.467,-184383.1643,831.8524607,829.8524607,,,bh_138,WSS,WSS
2934190.467_-184383.164,3,Clay,,2934190.467,-184383.1643,829.8524607,826.8524607,,,bh_138,WSS,WSS
2934190.467_-184383.164,4,Aquifer,,2934190.467,-184383.1643,826.8524607,824.8524607,,,bh_138,WSS,WSS
2934190.467_-184383.164,5,Clay,,2934190.467,-184383.1643,824.8524607,804.8524607,,,bh_138,WSS,WSS
2934190.467_-184383.164,6,Aquifer,,2934190.467,-184383.1643,804.8524607,800.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,7,Clay,,2934190.467,-184383.1643,800.8524607,794.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,8,Aquifer,,2934190.467,-184383.1643,794.8524607,773.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,9,Clay,,2934190.467,-184383.1643,773.8524607,746.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,10,Aquifer,,2934190.467,-184383.1643,746.8524607,744.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,11,Clay,,2934190.467,-184383.1643,744.8524607,688.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,12,Aquifer,,2934190.467,-184383.1643,688.8524607,681.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,13,Clay,,2934190.467,-184383.1643,681.8524607,679.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,14,Aquifer,,2934190.467,-184383.1643,679.8524607,662.8524607,,,bh_138,DC,DC
2934190.467_-184383.164,15,Clay,,2934190.467,-184383.1643,662.8524607,657.8524607,,,bh_138,DC,DC
2934223.393_-209049.196,1,Clay,,2934223.393,-209049.1962,950.1857022,933.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,2,Aquifer,,2934223.393,-209049.1962,933.1857022,922.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,3,Clay,,2934223.393,-209049.1962,922.1857022,913.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,4,Aquifer,,2934223.393,-209049.1962,913.1857022,908.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,5,Clay,,2934223.393,-209049.1962,908.1857022,894.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,6,Aquifer,,2934223.393,-209049.1962,894.1857022,884.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,7,Clay,,2934223.393,-209049.1962,884.1857022,855.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,8,Aquifer,,2934223.393,-209049.1962,855.1857022,822.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,9,Clay,,2934223.393,-209049.1962,822.1857022,784.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,10,Aquifer,,2934223.393,-209049.1962,784.1857022,777.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,11,Clay,,2934223.393,-209049.1962,777.1857022,709.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,12,Aquifer,,2934223.393,-209049.1962,709.1857022,706.1857022,,,bh_139,drop,drop
2934223.393_-209049.196,13,Clay,,2934223.393,-209049.1962,706.1857022,670.1857022,,,bh_139,drop,drop
2934255.006_-210371.775,1,Clay,,2934255.006,-210371.7752,950.908386,857.908386,,,bh_140,WSS,WSS
2934255.006_-210371.775,2,Aquifer,,2934255.006,-210371.7752,857.908386,844.908386,,,bh_140,WSS,WSS
2934255.006_-210371.775,3,Clay,,2934255.006,-210371.7752,844.908386,836.908386,,,bh_140,WSS,WSS
2934255.006_-210371.775,4,Aquifer,,2934255.006,-210371.7752,836.908386,831.908386,,,bh_140,WSS,WSS
2934255.006_-210371.775,5,Clay,,2934255.006,-210371.7752,831.908386,825.908386,,,bh_140,WSS,WSS
2934255.006_-210371.775,6,Aquifer,Wahpeton,2934255.006,-210371.7752,825.908386,793.908386,,,bh_140,WBV,WBV
2934255.006_-210371.775,7,Clay,,2934255.006,-210371.7752,793.908386,670.908386,,,bh_140,DC,DC
2934274.7_-211035.725,1,,Wahpeton Buried Valley,2934274.7,-211035.7249,,,719.94,714.94,bh_141,outside_grid,outside_grid
2934274.7_-211035.725,2,,Wahpeton Buried Valley,2934274.7,-211035.7249,,,727.46,667.46,bh_141,outside_grid,outside_grid
2934274.7_-211035.725,3,,Wahpeton Buried Valley,2934274.7,-211035.7249,,,950.27,950.27,bh_141,outside_grid,outside_grid
2934276.516_-211038.444,1,Clay,,2934276.516,-211038.4437,949.6315435,922.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,2,Aquifer,,2934276.516,-211038.4437,929.6315435,912.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,3,Clay,,2934276.516,-211038.4437,924.6315435,909.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,4,Aquifer,,2934276.516,-211038.4437,917.6315435,915.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,5,Clay,,2934276.516,-211038.4437,915.6315435,894.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,6,Aquifer,,2934276.516,-211038.4437,901.6315435,887.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,7,Clay,,2934276.516,-211038.4437,894.6315435,864.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,8,Aquifer,,2934276.516,-211038.4437,887.6315435,867.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,9,Clay,,2934276.516,-211038.4437,874.6315435,858.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,10,Aquifer,,2934276.516,-211038.4437,867.6315435,854.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,11,Clay,,2934276.516,-211038.4437,864.6315435,844.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,12,Aquifer,,2934276.516,-211038.4437,858.6315435,822.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,13,Clay,,2934276.516,-211038.4437,844.6315435,804.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,14,Aquifer,,2934276.516,-211038.4437,832.6315435,824.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,15,Clay,,2934276.516,-211038.4437,824.6315435,817.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,16,Aquifer,,2934276.516,-211038.4437,822.6315435,694.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,17,Clay,,2934276.516,-211038.4437,804.6315435,802.6315435,,,bh_142,WSS,WSS
2934276.516_-211038.444,18,Aquifer,,2934276.516,-211038.4437,804.6315435,789.6315435,,,bh_142,WBV,WBV
2934276.516_-211038.444,19,Clay,,2934276.516,-211038.4437,802.6315435,797.6315435,,,bh_142,WBV,WBV
2934276.516_-211038.444,20,Aquifer,,2934276.516,-211038.4437,797.6315435,689.6315435,,,bh_142,WBV,WBV
2934276.516_-211038.444,21,Clay,,2934276.516,-211038.4437,694.6315435,629.6315435,,,bh_142,WBV,WBV
2934276.516_-211038.444,22,Aquifer,,2934276.516,-211038.4437,689.6315435,661.6315435,,,bh_142,WBV,WBV
2934276.516_-211038.444,23,Clay,,2934276.516,-211038.4437,659.6315435,611.6315435,,,bh_142,DC,DC
2934276.516_-211038.444,24,Aquifer,,2934276.516,-211038.4437,611.6315435,601.6315435,,,bh_142,WR,WR
2934276.516_-211038.444,25,Clay,,2934276.516,-211038.4437,601.6315435,597.6315435,,,bh_142,WR,WR
2934276.516_-211038.444,26,Aquifer,,2934276.516,-211038.4437,597.6315435,576.6315435,,,bh_142,WR,WR
2934276.516_-211038.444,27,Clay,,2934276.516,-211038.4437,576.6315435,469.6315435,,,bh_142,bot,bot
2934419.695_-185431.053,1,Clay,,2934419.695,-185431.0528,944.9813184,909.9813184,,,bh_143,WSS,WSS
2934419.695_-185431.053,2,Aquifer,,2934419.695,-185431.0528,909.9813184,907.9813184,,,bh_143,WSS,WSS
2934419.695_-185431.053,3,Clay,,2934419.695,-185431.0528,907.9813184,879.9813184,,,bh_143,WSS,WSS
2934419.695_-185431.053,4,Aquifer,,2934419.695,-185431.0528,879.9813184,877.9813184,,,bh_143,WSS,WSS
2934419.695_-185431.053,5,Clay,,2934419.695,-185431.0528,877.9813184,764.9813184,,,bh_143,DC,DC
2934419.695_-185431.053,6,Aquifer,,2934419.695,-185431.0528,764.9813184,762.9813184,,,bh_143,DC,DC
2934419.695_-185431.053,7,Clay,,2934419.695,-185431.0528,762.9813184,706.9813184,,,bh_143,DC,DC
2934419.695_-185431.053,8,Aquifer,,2934419.695,-185431.0528,706.9813184,684.9813184,,,bh_143,DC,DC
2934419.695_-185431.053,9,Clay,,2934419.695,-185431.0528,684.9813184,674.9813184,,,bh_143,DC,DC
2934494.852_-216274.898,1,Clay,,2934494.852,-216274.8977,949.5351109,850,,,bh_144,WSS,WSS
2934494.852_-216274.898,1,Clay,,2934494.852,-216274.8977,850,765.5351109,,,bh_144,DC,DC
2934494.852_-216274.898,2,Bedrock,,2934494.852,-216274.8977,765.5351109,709.5351109,,,bh_144,DC,DC
2935005.366_-227481.001,1,Clay,,2935005.366,-227481.0009,953.7398606,937.7398606,,,bh_145,WSS,WSS
2935005.366_-227481.001,2,Aquifer,,2935005.366,-227481.0009,937.7398606,931.7398606,,,bh_145,WSS,WSS
2935005.366_-227481.001,3,Clay,,2935005.366,-227481.0009,931.7398606,850,,,bh_145,WSS,WSS
2935005.366_-227481.001,3,Clay,,2935005.366,-227481.0009,850,530.7398606,,,bh_145,DC,DC
2935005.366_-227481.001,4,Bedrock,,2935005.366,-227481.0009,530.7398606,523.7398606,,,bh_145,DC,DC
2935406.96_-147027.935,1,Clay,,2935406.96,-147027.9353,950.096743,888.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,2,Aquifer,,2935406.96,-147027.9353,888.096743,885.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,3,Clay,,2935406.96,-147027.9353,885.096743,882.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,4,Aquifer,,2935406.96,-147027.9353,882.096743,880.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,5,Clay,,2935406.96,-147027.9353,880.096743,871.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,6,Aquifer,,2935406.96,-147027.9353,871.096743,870.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,7,Clay,,2935406.96,-147027.9353,870.096743,794.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,8,Aquifer,Border aquifer,2935406.96,-147027.9353,794.096743,774.096743,,,bh_146,outside_grid,outside_grid
2935406.96_-147027.935,9,Clay,,2935406.96,-147027.9353,774.096743,770.096743,,,bh_146,outside_grid,outside_grid
2935432.278_-244447.682,1,Clay,,2935432.278,-244447.6824,952.9015701,867.9015701,,,bh_147,drop,drop
2935432.278_-244447.682,2,Aquifer,,2935432.278,-244447.6824,867.9015701,854.9015701,,,bh_147,drop,drop
2935432.278_-244447.682,3,Clay,,2935432.278,-244447.6824,854.9015701,852.9015701,,,bh_147,drop,drop
2935478.51_-244567.394,1,Clay,,2935478.51,-244567.3936,951.959891,921.959891,,,bh_148,WSS,WSS
2935478.51_-244567.394,2,Aquifer,,2935478.51,-244567.3936,921.959891,920.959891,,,bh_148,WSS,WSS
2935478.51_-244567.394,3,Clay,,2935478.51,-244567.3936,920.959891,901.959891,,,bh_148,WSS,WSS
2935478.51_-244567.394,4,Aquifer,,2935478.51,-244567.3936,901.959891,897.959891,,,bh_148,WSS,WSS
2935478.51_-244567.394,5,Clay,,2935478.51,-244567.3936,897.959891,886.959891,,,bh_148,WSS,WSS
2935478.51_-244567.394,6,Aquifer,,2935478.51,-244567.3936,886.959891,871.959891,,,bh_148,WSP,WSS
2935478.51_-244567.394,7,Clay,,2935478.51,-244567.3936,871.959891,864.959891,,,bh_148,WSP,WSS
2935478.51_-244567.394,8,Aquifer,,2935478.51,-244567.3936,864.959891,831.959891,,,bh_148,WSP,WSS
2935478.51_-244567.394,9,Clay,,2935478.51,-244567.3936,831.959891,801.959891,,,bh_148,DC,DC
2935478.51_-244567.394,10,Aquifer,,2935478.51,-244567.3936,801.959891,796.959891,,,bh_148,DC,DC
2935478.51_-244567.394,11,Clay,,2935478.51,-244567.3936,796.959891,726.959891,,,bh_148,DC,DC
2935478.51_-244567.394,12,Aquifer,,2935478.51,-244567.3936,726.959891,711.959891,,,bh_148,DC,DC
2936120.964_-145677.667,1,Clay,,2936120.964,-145677.6674,946.6621882,896.6621882,,,bh_149,outside_grid,outside_grid
2936228.113_-214385.966,1,Clay,,2936228.113,-214385.9655,953.4248944,723.4248944,,,bh_150,WSS,WSS
2936228.113_-214385.966,2,Aquifer,,2936228.113,-214385.9655,723.4248944,699.4248944,,,bh_150,WBV,WBV
2936358.836_-173681.724,1,Clay,,2936358.836,-173681.7238,951.8637164,909.8637164,,,bh_151,WSS,WSS
2936358.836_-173681.724,2,Blank,,2936358.836,-173681.7238,909.8637164,904.8637164,,,bh_151,WSS,WSS
2936358.836_-173681.724,3,Aquifer,,2936358.836,-173681.7238,904.8637164,896.8637164,,,bh_151,WSS,WSS
2936358.836_-173681.724,4,Clay,,2936358.836,-173681.7238,896.8637164,889.8637164,,,bh_151,WSS,WSS
2936358.836_-173681.724,5,Aquifer,,2936358.836,-173681.7238,889.8637164,879.8637164,,,bh_151,WSS,WSS
2936358.836_-173681.724,6,Clay,,2936358.836,-173681.7238,879.8637164,789.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,7,Blank,,2936358.836,-173681.7238,789.8637164,785.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,8,Clay,,2936358.836,-173681.7238,785.8637164,751.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,9,Aquifer,,2936358.836,-173681.7238,751.8637164,744.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,10,Clay,,2936358.836,-173681.7238,744.8637164,739.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,11,Aquifer,,2936358.836,-173681.7238,739.8637164,734.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,12,Clay,,2936358.836,-173681.7238,734.8637164,694.8637164,,,bh_151,DC,DC
2936358.836_-173681.724,13,Aquifer,,2936358.836,-173681.7238,694.8637164,689.8637164,,,bh_151,DC,DC
