Site_Index	Unit	Begin_Interval	End_Interval	Description
13109	CLAY	22	31	silty, very sandy, pebbly, occasional thin sand lenses, olive gray, slightly to moderately cohesive, plastic, (TILL)
13109	SAND	31	40	very fine to coarse grained (mostly fine to medium grained), angular to subrounded, moderately well sorted, mostly quartz, some carbonate, granitic, shale, sand lignite grains, very slightly oxidized, not taking water
13109	SHALE	40	60	siliceous, grayish black, brittle, noncalcareous, moderately indurated, slightly fractured, (PIERRE formation)
13112	SAND & GRAVEL	0	38	fine sand to 15mm gravel, poorly sorted, very coarse and clean, predominantly very coarse sand to 3mm gravel, sub-round to sub-angular, 30% shale, 30% carbonates, 30-40% quartz and igneous rock fragments, drills very fast and easy, oxidized to about 8 feet
13112	CLAY	34	46	medium gray, moderately soft to moderately firm, cohesive, (lacustrine)
13112	CLAY	38	46	medium gray, cohesive, moderately soft to moderately firm, (lake?)
13112	SAND & GRAVEL	46	101	as above, zones of very coarse large shale gravel interbedded with the other sand and gravel
13112	CLAY	101	112	silty, medium gray, soft, no inclusions (lacustrine)
13112	SHALE	112	140	dark gray to black, brittle to firm, slow firm drilling (Bedrock Pierre Formation)
13113	TOPSOIL	0	1	
13113	SAND	1	8	oxidized coarse sand
13113	SAND & GRAVEL	8	36	coarse sand and medium gravel
13113	SAND & GRAVEL	36	41	coarse sand and shale gravel
13113	CLAY	41	50	gray silt clay
13114	TOPSOIL	0	1	
13114	CLAY	1	7	silty, sandy, soft, oxidized, yellow
13114	CLAY	7	13	silty, sandy, pebbly inclusions, yellow-brown (Till)
13114	CLAY	13	16	slightly silty, oxidized, soft, cohesive
13114	CLAY	16	21	slightly silty, unoxidized, medium gray, no inclusions, cohesive, (lacustrine)
13114	CLAY	21	46	shaley, dark gray to black, greasy to brittle laminations (Bedrock Pierre Formation shove block))
13114	CLAY	46	49	 silty, sandy, pebbly, inclusions, moderately firm, medium gray, poor sample recovery, highly interbedded with gravel lenses, large rocks at 46-47, (till)
13114	SAND & GRAVEL	49	56	very fine sand to 15mm gravel, poorly sorted, mainly fine gravel, washing and taking water, 50% shale
13114	CLAY	56	61	 (Till), and lenses of sand and gravel, rock at 56-57
13114	SAND & GRAVEL	61	65	as above, cleaner, higher shale content
13114	CLAY	65	81	dark gray to black, greasy to slightly brittle, interbedded with gravel lenses from 65-70,(Bedrock Pierre Formation shove block)
13114	SAND & GRAVEL	81	97	fine sand to 10-20mm gravel, poorly sorted, mainly 3mm gravel, clean coarse material, 30% shale, 30% carbonates, 30% quartz and igneous rock fragments, used much of drilling mud
13114	SHALE	97	140	brittle to moderately firm, zones of bentonitic material, dark gray to black, slow firm drilling, (Bedrock Pierre Formation)
13128	TOPSOIL	0	1	
13128	CLAY	1	4	oxidized, brownish yellow, soft
13128	SAND & GRAVEL	4	22	fine sand to 5 mm gravel, poorly sorted, mainly very coarse sand to 2 mm gravel, partially oxidized near surface, 40% igneous rock fragments, 20% quartz, 20-30% shale, 20% carbonates
13128	CLAY	22	56	slightly silty, light to medium gray, soft to moderately firm, fast drilling (lacustrine)
13128	CLAY	56	90	silty, sandy, pebbly, inclusions, medium gray, moderately firm, (TILL)
13128	SHALE	90	120	clayey, brittle to moderately firm, dark gray to black, (Bedrock, PIERRE formation)
13129	TOPSOIL	0	1	
13129	SAND & GRAVEL	1	3	poorly sorted, oxidized
13129	CLAY	3	5	soft, oxidized, yellow brown
13129	SAND	5	9	very fine to very coarse, poorly sorted, shale predominantly
13129	CLAY	9	30	yellow to buff, oxidized, oxidized rusty brown laminations, soft
13129	CLAY	30	50	slightly silty, unoxidized, medium gray, moderately soft, moderately cohesive, (lake clay); interbedded shaley sand 42-44 ft
13129	SAND	50	56	very fine to very coarse, poorly sorted, not much sand to recovery, mostly shale sand coming up
13129	CLAY	56	103	silty, sandy, pebbly, inclusions, moderately firm, medium gray, (TILL); much Pierre matrix at 75-82 ft
13129	SAND & GRAVEL	103	114	fine sand to 4-5 mm gravel, poorly sorted, mainly very coarse sand and 2 mm gravel, subangular to rounded, 30% shale, 30% carbonates, 30-40% igneous rock fragments, and quartz; it flows
13129	SHALE	114	122	clayey, brittle to moderately soft, dark gray to black (Bedrock PIERRE block)
13129	SAND & GRAVEL	122	153	very fine sand to 2 mm, moderate sorting, mainly medium sand, 60% shale, 20% carbonates, 20% quartz, some lignites also showing up, rounded to subangular
13129	SHALE	153	180	brittle to firm, dark gray to black, slow firm drilling (Bedrock PIERRE formation)
13131	TOPSOIL	0	1	sandy, silty, clayey, brownish black
13131	CLAY	1	21	very silty, sandy, pebbly, dusky yellow to moderate yellowish brown, slightly to moderately cohesive, moderately plastic, oxidized, (TILL)
13131	CLAY	21	27	very silty, sandy, pebbly, olive gray, slightly cohesive, slightly plastic, (TILL)
13131	SAND	27	42	very fine to coarse grained (mostly fine to medium grained), angular t subrounded, moderately well sorted, mostly quartz, some carbonate, granitic, shale, and lignite grains, slightly oxidized; not taking water
13131	CLAY	42	46	silty, moderately sandy, pebbly, olive gray, moderately cohesive, slightly to moderately plastic, calcareous, (TILL)
13131	BOULDER	46	46.5	granite, very hard
13131	SHALE	46.5	60	siliceous, grayish black, brittle, noncalcareous, moderately indurated, slightly fractured (PIERRE formation)
13147	TOPSOIL	0	0.5	
13147	FILL	0.5	4	gravel, clay, concrete
13147	CLAY	4	8	yellowish brown, silty, oxidized
13147	CLAY	8	14	yellowish brown, very sticky, iron stained, oxidized
13147	CLAY	14	20	olive gray, silty, sandy with pebbles
13180	TOPSOIL	0	1	silty, sandy, brownish black
13180	CLAY	1	20	silty, sandy, pebbly, moderate yellowish brown, slightly to moderately cohesive, moderately plastic, calcareous, oxidized (TILL); a few cobbles present
13180	CLAY	20	56	silty, sandy, pebbly, olive gray, cohesive, slightly to moderately plastic, calcareous, limestone, shale, and granite fragments present, a few limestone and granite cobbles, (TILL)
13180	SHALE	56	80	black to grayish black, indurated, slightly fractured, noncalcareous, PIERRE formation
13265	TOPSOIL	0	1	
13265	CLAY	1	27	Yellowish brown, silty, sandy with pebbles, iron stained, oxidized till
13265	CLAY	27	68	olive gray, silty, sandy with pebbles, till, shale gravel from 44-48 feet
13265	CLAY	68	169	olive gray, stiff, drills smooth and slow
13265	SAND & GRAVEL	169	191	fine sand to coarse gravel, drills fast, choppy, taking water, 30% shale, 10% lignites, remainder igneous
13265	CLAY	191	198	olive gray, sandy
13265	SAND & GRAVEL	198	237	sandy from 198-221 then coarser from 221-237, taking water, rocky at bottom, changed to rock bit
13265	SHALE	237	250	black, greasy, some brittle fragments (Pierre shale)
13266	TOPSOIL	0	1	
13266	CLAY	1	18	yellowish brown, silty, sandy with pebbles, oxidized till
13266	CLAY	18	63	olive gray, silty sandy with pebbles, till
13266	CLAY	63	135	olive gray, slightly silty, sticky, drills slow
13266	CLAY	135	157	gray to black, harder than above
13266	GRAVEL	157	193	sandy, 20-40% shale, medium sand to coarse gravel, well rounded to subrounded, drills fast to choppy, taking water
13266	SHALE	193	198	black, greasy,clayey (Pierre shale)
13266	SHALE	198	220	black, brittle, angular fragments
13267	TOPSOIL	0	1	
13267	CLAY	1	16	yellowish brown, silty, oxidized clay
13267	CLAY	16	26	yellowish brown, silty sandy with pebbles, oxidized till
13267	SAND & GRAVEL	26	30	oxidized
13267	TILL	30	32	oxidized
13267	GRAVEL	32	52	oxidized
13267	TILL	52	54	oxidized
13267	CLAY	54	82	olive gray, silty sandy with pebbles, interbedded with sand and gravel, till
13267	CLAY	82	182	olive gray, silty, sticky
13267	CLAY	182	250	black, sticky, hole boots off, losing circulation
13267	CLAY	250	292	black, with fragments of shale, Pierre?, some black greasy organics
13267	GRAVEL	292	400	coarse with coarse to very coarse sand, some lignites fragments, 20-30% shale, ran out of drill stem
13268	TOPSOIL	0	1	
13268	SAND	1	19	very fine to medium, well sorted, iron stained, oxidized, taking water
13268	SAND	19	45	very fine to coarse, unoxidized, well rounded, becomes very coarse with depth, 10% fine gravel, taking water
13268	GRAVEL	45	66	sandy, pea to marble size shale gravel, taking lots of water mixed 1 bag of mud
13268	GRAVEL	66	76	interbedded with silty clay
13268	CLAY	76	135	olive silty
13268	SAND	135	160	gravelly, medium sand to coarse gravel 
13269	 	0	0	See log for 151-62-23ABB2 (#12810A)
13270	TOPSOIL	0	1	
13270	SAND	1	18	very fine to fine, oxidized
13270	SAND	18	22	unweathered gravelly
13270	CLAY	22	31	olive gray, till
13270	CLAY	31	71	olive gray, silty
13270	SAND	71	92	fine, lignitic
13270	CLAY	92	138	silty, gray
13270	SAND	138	160	very fine to medium, lignitic, drills fast, taking water
13271	TOPSOIL	0	1	
13271	SAND	1	18	very fine to fine, oxidized
13271	GRAVEL	18	23	coarse, unweathered, pea to marble size
13271	CLAY	23	30	olive gray, silty, sandy with pebbles, till
13272	TOPSOIL	0	1	
13272	GRAVEL	1	23	coarse, pea to marble size, iron stained, oxidized, lots of unweathered sand and gravel from 15-23 feet, taking water
13272	CLAY	23	37	olive gray, silty, sandy with pebbles, poorly sorted till layer of sand and gravel from 32-37 feet
13272	CLAY	37	48	very silty, olive gray drills smooth and fast
13272	CLAY	48	67	less silty, drills slower, olive gray
13272	SAND	67	90	very fine to fine, lots of lignites, and shale
13272	CLAY	90	143	olive gray, very hard
13272	SAND	143	161	very fine to fine, drills fast lignitic, taking water, layer of clay from 58-61 feet
13272	SAND	161	185	very fine to very coarse, drills choppy and fast, lignitic, taking water
13272	GRAVEL	185	231	coarse sand to pea gravel, well rounded to subrounded, lots of lignites and shales
13272	SHALE	231	240	black, hard, may be fractured, bedrock, (Pierre shale)
13273	TOPSOIL	0	1	
13273	SAND & GRAVEL	1	24	oxidized
13273	CLAY	24	36	olive gray, silty, sandy, with pebbles, till
13273	CLAY	36	68	olive gray
13273	SAND	68	79	very fine to fine
13273	CLAY	79	84	olive gray, silty
13273	SAND	84	91	very fine, lignitic
13273	CLAY	91	143	gray, hard
13273	SAND	143	160	very fine to medium, lots of lignites
13274	TOPSOIL	0	1	
13274	SAND & GRAVEL	1	24	iron stained, oxidized
13274	CLAY	24	28	olive gray, silty, sandy, with pebbles, till
13275	TOPSOIL	0	1	
13275	GRAVEL	1	15	iron stained, sandy, oxidized, taking water
13275	GRAVEL	15	21	unoxidized, sandy, coarse sand to pea to marble size gravel, taking water
13275	CLAY	21	37	olive gray, silty, sandy with pebbles, rocky, till
13275	CLAY	37	47	olive gray, sticky, drills slow
13275	SAND	47	61	very fine to fine
13275	CLAY	61	142	olive gray, silty
13275	SAND	142	172	very fine to fine, drills fast, drills as if interbedded with clay
13275	GRAVEL	172	231	sandy, 30% shale, drills very choppy, taking water, coarse sand to pea gravel, well rounded to subrounded
13275	SHALE	231	240	black, brittle, with bentonite fragments, (Pierre shale)
13276	TOPSOIL	0	1	
13276	GRAVEL	1	15	oxidized, iron stained
13276	GRAVEL	15	21	sandy, unweathered
13276	CLAY	21	31	olive gray, silty, sandy with pebbles, till
13276	CLAY	31	46	olive gray
13276	SAND	46	61	fine, lots of lignite
13276	CLAY	61	141	olive gray, silty
13276	SAND	141	160	very fine to medium, drills fast, taking water
13277	TOPSOIL	0	1	
13277	GRAVEL	1	15	iron stained, oxidized, sandy, taking water
13277	GRAVEL	15	21	unweathered, sandy, coarse sand to pea gravel, taking water
13277	CLAY	21	30	olive gray, silty, sandy with pebbles, rocky, poorly sorted, till
13278	TOPSOIL	0	1	
13278	CLAY	1	9	yellowish brown, iron stained, silty, sandy with pebbles, oxidized till
13278	TILL	9	55	as above, olive gray, unoxidized, layers of coarse sand from 22-26, 27-28, 38-40 and 50-51 feet
13278	CLAY	55	117	olive gray, drills smooth
13278	SAND	117	146	very fine to coarse gravel, well rounded to subrounded, lots of lignite
13278	GRAVEL	146	175	coarse sand to coarse gravel, well rounded to subrounded, drills choppy, taking water
13278	SHALE	175	200	black to gray, brittle (Pierre shale)
13279	TOPSOIL	0	1	
13279	SAND & GRAVEL	1	5	oxidized
13279	CLAY	5	9	yellowish brown, oxidized, silty, sandy with pebbles, till
13279	CLAY	9	23	olive gray, silty, sandy with pebbles, till
13279	SAND & GRAVEL	23	31	fine sand to coarse gravel
13279	TILL	31	41	olive gray, pebbles
13279	GRAVEL	41	46	shale, lignitic
13279	TILL	46	54	olive gray, pebbles
13279	CLAY	54	119	olive gray, silty
13279	SAND	119	140	very fine to fine from 119-128, from 128-140 becomes coarse sand to gravel
13280	TOPSOIL	0	1	
13280	GRAVEL	1	4	iron stained, oxidized
13280	CLAY	4	28	yellowish brown, silty, sandy with pebbles, oxidized till
13280	CLAY	28	44	very silty, oxidized, 41-44 feet oxidized sand
13280	CLAY	44	76	olive gray, silty, sandy with pebbles, unweathered till
13280	CLAY	76	212	very silty, olive gray
13280	SAND	212	224	fine to coarse, drills choppy, taking a little water, mostly quartz and igneous, some shale, lots of lignites
13280	GRAVEL	224	267	coarse sand to fine gravel, well rounded to subrounded, drills real choppy, taking water, rocky, gravel is pea to marble size at 250
13280	SHALE	267	280	black, brittle, (Pierre shale)
13675	TOPSOIL	0	2	
13675	CLAY	2	19	Clay, dark yellowish brown, 30%, moderately cohesive, with silt, sand, & gravel, (oxidized till)
13675	CLAY	19	138	Clay, olive gray, 30-35%, moderately cohesive, with silt, sand, & gravel, carbonate rock at 134'
13675	SAND	138	160	Medium to coarse grained, poorly sorted, quartz, silicates, shale, lignite
13675	SAND & GRAVEL	160	211	30% gravel, as sand above, grading coarser, abundant lignite
13675	SHALE	211	220	Olive gray, fissile to platey, drills very slowly, (bedrock - Pierre Formation)
13685	see 04BBA for log	0	0	
14614	TOPSOIL	0	2	
14614	CLAY	2	17	Clay, dark yellowish brown, 25%, w/silt, sand & gravel, (oxidized, silty, sandy till), sand & gravel lens at 10-12'
14614	CLAY	17	23	Clay, olive gray to dark yellowish brown, 30%, w/silt, sand & gravel, (partially ozidized till)
14614	CLAY	23	79	Clay, olive gray, 30-35%, cohesive, w/silt, sand & gravel (till), abundant shale in clastic fraction
14614	SAND	79	83	Medium grained, poorly sorted, some clay interbedded
14614	SAND	83	125	Coarse grained, subrounded, poorly sorted, a little gravel, quartz, carbonates, shale, lignite
14614	SAND & GRAVEL	125	233	25% gravel, lithology as above, 125-133 some interbedded clay, 133-149 some interdedded clay, 192-220 predominant lithology is shale fragrements, at about 230' rocks (trip for rock bit)
14614	SHALE	233	240	Olive gray, patially indurated (bedrock - Pierre Shale)
15296	SAND	0	3	[topsoil], silt clay
15296	SAND	3	11	silty
15296	SAND	11	14	very fine to very coarse, predominantly medium, gray
15296	SILT	14	18	sandy
15296	SAND	18	22	and silt and clay (approximately 15%), dark brown (buried topsoil)
15296	SAND	22	29	very fine to very coarse, predominantly medium, grayish brown, predominantly quartz, shield silicates, detrital shale gravel and coarse sand
15296		29	31	see test hole 13097 bottom 31 ft
15297	SAND & CLAY	0	2	[topsoil]
15297	SAND	2	9	very fine to coarse, predominantly fine, brown
15297	SILT	9	11	sandy, and clay, gray
15297	SAND	11	16	very fine to coarse, predominantly fine, gray
15297	SILT	16	21	and clay, gray, slightly cohesive and sticky
15297	SAND	21	27	very fine to very coarse, predominantly fine and medium, gray; predominantly quartz, shield silicates, coarse sand and fine gravel size carbonates
15297	SAND & CLAY	27	30	interbedded
15297	CLAY	30	41	(approximately 20%), silty, gray, somewhat sticky and cohesive
15297	SAND	41	48	very fine to coarse, predominantly medium sand
15297	CLAY	48	74	sandy, (TILL), at 54 ft harder till (approximately 32% clay), cohesive and sticky, very coarse carbonate sand grains in till 
15298	TOPSOIL	0	2	
15298	CLAY	2	8	sandy, olive brown
15298	SAND	8	9	very fine to very coarse, predominantly medium brown
15298	CLAY	9	13	sandy, olive brown
15298	CLAY	13	26	sandy, gray
15298	SAND	26	33	very fine to very coarse, predominantly medium and coarse; and gravel, quartz and carbonate gravel inclusions
15299	TOPSOIL	0	3	
15299	CLAY	3	5	silty and sandy, olive brown
15299	SAND	5	7	(brown) fine to coarse, predominantly medium
15299	CLAY	7	9	(sandy) coarse sand and gravel imbedded; brown; (TILL)
15299	CLAY	9	82	(sandy) same as above but gray; at 29-31 ft chatter; greater than 31 ft is coarser till (approximately 15-20%); rock at 38-39 ft (granite); chatter at 43 ft; at 44 ft hard, till, silt, plastic, and cohesive; drill chatter at 52-55 ft; carbonate rock at 71-72 ft; drill chatter at 78 ft; (TILL)
15299	SILT	82	91	clayey, gray
15299	CLAY	91	101	(approximately 25-30%); sandy, interbedded coarse sand
15299	SAND	101	136	fine to very coarse, predominantly coarse and gravel, predominantly gravel is carbonates, rounded and subrounded
15299	CLAY	136	145	(sandy), gray, coarse sand inclusions; (TILL)
15300	TOPSOIL	0	1	
15300	SILT	1	3	brown and yellow, rock at 3 ft
15300	CLAY	3	6	(approximately 15%), silty, black, (buried topsoil)
15300	CLAY	6	11	yellow and olive brown with iron stains
15300	CLAY	11	36	gray, unoxidized
15300	SAND	36	55	very fine to medium, predominantly fine, gray
15300	CLAY	55	60	sandy, imbedded coarse sand, gray, (TILL)
15301	TOPSOIL	0	1	
15301	CLAY	1	10	sandy, olive brown, gravel inclusions, shield silicate gravel, rounded and subrounded, (TILL)
15301	CLAY	10	22	gray, carbonate rock at 13-14 ft; (TILL)
15301	SAND	22	33	coarse, and gravel, shale, (subangular to angular), quartz shield silicates, very fine grained gravel carbonates
15301	SAND	33	40	gravel and (TILL) interbedded
15301	CLAY	40	56	sandy, gray, (TILL)
15301	SAND	56	60	very fine to very coarse, predominantly medium, brownish gray
15301	CLAY	60	140	sandy, gray, (TILL); at 62 ft drill chatter (granite rock); at 66 ft very slow (gravelly clay till); at 71 ft hard, greater silt and fine sand, less coarse sand; drill chatter at 82 ft; rock at 84 ft; at 88 ft drill chatter, carbonate and silicate gravel, rounded and subrounded, detrital shale, coarse sand, and fine gravel; at 97 ft less shale, gravel, and coarse sand imbedded in till (25-30% finer clay); slight drill slip at 107 ft; drill chatter at 119 ft; at 131 ft drill chatter; more sticky (approximately 30% clay)
15301	GRAVEL & SAND	140	145	coarse sand, carbonates, quartz, and silicate; subrounded
15301	CLAY	145	151	sandy, gray, same as above
15301	SHALE	151	156	(PIERRE), angular flakes and cuttings
15302		0	0	See File for Test Hole No. 13103 - Sand at 57' instead of 56'
15304		0	0	same as test hole 13086
15305	SAND	0	4	very fine to very coarse, predominantly fine to medium; dark brown, (soil)
15305	SAND	4	23	very fine to very coarse, predominantly medium to coarse, gravelly, less than 5% gravel, drill smooth, yellow stained, oxidized, stratified sequence, quartz, carbonate, shale, shield silicates, (water table indistinct)
15305	CLAY	23	26	light gray and dark brown, silty clay with shell fragments, very soft, some organic
15305	SAND	26	35	as above
15305	CLAY	35	43	[TILL], silty, sandy, pebbly, olive gray
15305	SAND	43	51	very fine to very coarse, predominantly medium, some gravel, predominantly quartz, some carbonates, shield silicate, shale
15305	CLAY	51	62	[TILL], sandy, some pebbles and shells, sticky
15305	SAND	62	63	(quick drill slip)
15305	CLAY	63	84	[TILL], sandy, (same as 51-62 ft)
15305	SAND	84	110	very fine to coarse, predominantly medium, interbedded with till
15305	SAND	110	120	fine to very coarse, predominantly medium to coarse, moderate gravel, quartz rounded and subrounded, shale, shield silicates, (coarser than 84 110); interbedded with till
15307	SAND	0	4	[topsoil], medium, black
15307	SAND	4	8	very fine to very coarse, predominantly medium brown
15307	CLAY	8	11	(approximately 20%), sandy, brown
15307	GRAVEL	11	18	
15307	CLAY	18	20	(approximately 20%), sandy, brown, (TILL)
15307	SAND	20	51	very fine to very coarse, predominantly medium and coarse, red
15307	CLAY	51	53	(approximately 15-20%), sandy, gray, (TILL)
15308	SAND	0	3	[topsoil], silty, black
15308	CLAY	3	13	silty, some sand, olive brown and yellow, red stains, (TILL)
15308	CLAY	13	23	gray; approximately 20 ft; fine, more silt and finer sand with clay
15308	SAND	23	30	very fine to very coarse, predominantly medium and coarse gray, quartz, shield silicate, carbonate
15309	SAND	0	3	[topsoil], silty, black
15309	CLAY	3	14	sandy, olive brown and yellow with red iron stains, (TILL)
15309	CLAY	14	22	sandy (TILL)
15309	CLAY	22	24	gray; more silty (drill slip)
15309	SAND	24	47	very fine to very coarse, predominantly medium and coarse gray, quartz, shield silicate, carbonate, detrital shale, some small gravel; (42-47 ft) gravel same, mineral
15309	SHALE	47	48	(PIERRE)
15310		0	20	see test hole 13084
15312		0	0	same as test hole 13088
15313	SAND	0	2	very fine to fine, black to brown; topsoil
15313	SAND	2	16	very fine to fine, predominantly fine; brown
15313	CLAY	16	28	[TILL], yellow brown; approximately 25% clay, and silt, and sand; more clay at 26 ft; less sand at 27-28 ft; clay, gray
15313	SAND	28	40	very fine to very coarse, predominantly medium and coarse, brown; predominantly quartz, carbonates, shale, shield silicates, some gravel, rounded and subrounded
15313	CLAY	40	51	silty, gray color
15313	CLAY	51	83	[TILL], sandy, some silt and pebbles; hard brittle clay and more sand at 73 ft; few rocks and gravel at 74 ft; at 77-78 ft cobbles, (gravel layer), drill chatter
15313	CLAY	83	98	[TILL], sandy, harder, brittle, hard aggregates; at 96-97 ft drill chatter
15313	ROCK	98	100	white carbonates
15313	SHALE	100	110	(PIERRE)
15314	SAND	0	2	[topsoil], very fine to very coarse, predominantly medium
15314	SAND	2	8	very fine to very coarse, predominantly medium, brown
15314	CLAY	8	11	sandy
15314	SAND	11	14	very fine to very coarse, and gravel, brown; predominantly quartz, some shield silicates and carbonates, rounded and subrounded
15314	ROCK	14	15	
15314	SAND & GRAVEL	15	22	
15314	SAND	22	35	(same?), slower, hit rock at 35 ft; (see 13091)
15314	SAND	35	47	same
15314	CLAY	47	97	(approximately 25%), sandy, gray; greater clay and less sand with depth, (TILL)
15314	CLAY	97	107	(approximately 25%), sandy, gray, coarser than above, at 97 ft detrital shale, some drill chatter, short duration; (TILL)
15314	SHALE	107	120	(PIERRE), angular cuttings
16122	SAND	0	4	very fine to very coarse, topsoil
16122	SAND	4	11	very fine to very coarse, predominantly fine and medium, yellow
16122	CLAY	11	12	soft, gray
16122	SAND	12	40	very fine to very coarse, predominantly fine and medium, predominantly quartz, some carbonates and detrital shale, shield silicates
16122	SAND	40	74	as above, interbedded with thin clay layers, one layer at 40 ft
16122	ROCK	74	76	pink and white granite
16122	SAND	76	78	(bit slipped fast)
16122	SHALE	78	80	cobbles
16122	SHALE	80	89	(PIERRE), hard, black, angular chips, some sticky clay
16152	SAND	0	3	[topsoil], fine to coarse, black
16152	SAND	3	6	very fine to very coarse, predominantly medium, brown and yellow, predominantly quartz and shield silicates
16152	SILT	6	9	and clay, yellow
16152	SAND	9	42	very fine to very coarse, predominantly medium, brown
16152	SAND	42	49	same, unoxidized, (gray)
16152	CLAY	49	104	(approximately 20-25%), and sand (predominantly fine), gray, unoxidized, gritty, hard, no shells, at 58 ft carbonate and silicate gravel mixed with till; greater at 76 ft, more clay (25-30%), coarser sand grains; at 95 ft subrounded shale and carbonate gravel mixed
16152	GRAVEL	104	112	coarse, silicate, carbonate, shale, rounded and subrounded
16152	CLAY	112	130	(approximately 25-30%), gravelly, gritty, (TILL)
16153		0	0	see test hole 13092
16154	SAND	0	2	[topsoil]
16154	SAND	2	7	very fine to very coarse, predominantly medium, brown, predominantly quartz, some shield silicates and carbonates
16154	CLAY	7	8	yellow
16154	SAND	8	12	same, rock at 12 ft
16154	GRAVEL & SAND	12	21	very fine to very coarse, predominantly quartz, some shield silicates, rounded and subrounded, subrounded detrital shale
16154	SAND	21	40	very fine to very coarse, predominantly medium, brown; mineral same as above
16155	CLAY	0	2	sandy topsoil
16155	CLAY	2	8	silty, gray
16155	CLAY	8	14	(approximately 20-25%), and silt and fine sand, gray
16155	CLAY	14	16	(approximately 20-25%), silty, gray
16155	GRAVEL	16	22	fine to very coarse sand, quartz predominantly, some shield silicates and carbonates, rounded and subrounded, angular lignite (detrital); granite rock (4 ft at top, approximately 16 ft)
16155	SHALE	22	40	(PIERRE)
16156	CLAY	0	2	sandy, black topsoil
16156	SAND	2	7	very fine to very coarse, predominantly medium, brown
16156	SAND	7	10	same, but gray, unoxidized
16156	CLAY	10	16	(approximately 30%), silty, gray
16156	SAND	16	25	very fine to very coarse, gray, predominantly quartz, some carbonates, detrital shale, rounded and subrounded
16156	SAND	25	32	same, but brown, oxidized
16156	CLAY	32	36	sandy, gray
16156	GRAVEL	36	38	and sand (shale, rounded)
16156	CLAY	38	41	fine sand, (gray)
16156	SAND	41	43	very fine to very coarse, predominantly gray
16156	GRAVEL & COBBLES	43	46	chatter on bit
16156		46	60	
16157	TOPSOIL	0	3	clay, sandy
16157	CLAY	3	6	silty, oxidized, yellow
16157	SAND	6	8	very fine to very coarse, predominantly medium, brown
16157	SAND	8	11	(same), gray
16157	CLAY	11	21	silty (ranges to very silty), gray
16157	SAND	21	31	(same as above), brown, oxidized
17077	TOPSOIL	0	1	Very fine, sandy loam, black
17077	SAND	1	10	Very fine to fine, clayey and silty, yellowish gray, loose
17077	CLAY	10	20	Silty to sandy with pebbles and cobbles, moderate olive-brown, moderately soft, fairly cohesive, slightly to moderately plastic, oxidized (till)-to-clay silty to sandy with pebbles, cobbles and occasional boulders, olive gray, moderately soft, fairly tight and cohesive, slightly plastic, unoxidized (till)
17077	TILL	20	30	As above, unoxidized, quite rocky, moderate rough drilling
17077	TILL	30	40	As above, several thin sandy layers
17077	TILL	40	50	As above, very rocky and rough
17077	TILL	50	60	As above, quite a bit of coarse and very coarse sand, also some fine sand washing out in mud pit
17077	TILL	60	70	As above, occasional cobbles and boulders, thin sandy layers
17077	TILL	70	80	As above
17077	TILL	80	90	As above
17077	TILL	90	100	As above
17077	TILL	100	110	As above; rough, slow drilling
17077	TILL	110	120	As above
17077	TILL	120	130	As above
17077	TILL	130	140	As above
17077	TILL	140	150	As above -to- shale, olive gray to olive black, moderately soft, cohesive, moderately plastic, very tight, noncalcareous
17077	SHALE	150	160	As above, occasional calcareous and gypsiferous streaks
17077	SHALE	160	168	As above
17078	TOPSOIL	0	3	Dark yellowish orange-sandy
17078	SAND	3	12	Fine sand to medium gravel, shale, limestone and quartz, subrounded, oxidized, clayey
17078	TILL	12	20	Dark yellowish orange, clay through gravel, sandy, shale, limestone and quartz, oxidized, calcareous
17078	TILL	20	32	Olive gray, clay through gravel, very silty, shale, quartz, limestone and lignite, calcareous, abundant boulders and gravel
17078	GRAVEL	32	38	Medium sand to medium gravel, predominantly medium gravel, subangular to rounded, composition varied with abundant shale chips from boulders and pebbles
17078	TILL	38	53	As above
17078	SHALE	53	68	Greenish black, with soapy, greenish gray clay, silty, some slightly calcareous areas, indurated chips and cuttings
17079	CLAY	0	3	Yellow, sandy
17079	SAND	3	6	Fine
17079	CLAY	6	13	Yellow, fine and medium gravel and shale pebbles
17079	TILL	13	70	Grey clay, fine and medium gravel, shale pebbles and a few small rocks, a hard little rock at 20 ft., a hard little rock at 62 ft.
17079	TILL	70	74	Grey hard clay, fine and medium gravel, shale pebbles and a few little rocks
17079		74	132	Same as above, but no rocks and the hole seems to swell in; a hard rock about 22 or 24 in. thick at 111 ft.
17079	SAND	132	156	Fine, medium and coarse, fine gravel, shale pebbles, coal and a little grey clay
17079	SHALE	156	170	
17080	TOPSOIL	0	1	Black, on edge of field
17080	CLAY	1	2	Light grey, smooth
17080	CLAY	2	4	Yellow, sandy
17080	CLAY	4	14	Yellow, fine and medium gravel and shale pebbles
17080	TILL	14	74	Grey clay, fine and medium gravel and shale pebbles, a rock at 16 ft., a hard rock about 6 in. thick at 28 ft., some small rocks 40 to 43 ft.
17080	SAND	74	80	Medium and coarse, fine and medium gravel and some shale pebbles
17080	SAND	80	90	Coarse, fine and medium gravel and shale pebbles
17080	SAND	90	110	Fine, medium and coarse, fine gravel, shale pebbles and maybe a little grey clay
17080	SAND	110	196	Fine, medium and coarse, dirty, fine gravel, shale pebbles and a little coal, Taking little mud and water all the way from 74 ft.
