Site_Index	Unit	Begin_Interval	End_Interval	Description
17080	SAND	196	200	Medium coarse, dirty, fine gravel, shale pebbles and coal
17080	SAND	200	222	Fine, medium and coarse, a little dirty, a few fine gravel, a few shale pebbles and a little coal
17080	SHALE	222	230	
17081	TOPSOIL	0	2	Black on grade
17081	CLAY	2	9	Yellow, a little sandy
17081	CLAY	9	16	Yellow, and fine and medium gravel
17081	SAND	16	19	Medium and coarse, a few shale pebbles and rocks
17081	TILL	19	37	Grey clay, fine and medium gravel, shale, pebbles and rocks, a hard rock at 37 ft.
17081	TILL	37	70	Grey, hard clay; fine and medium gravel; shale pebbles and rocks
17081	TILL	70	128	Grey, hard clay; a few fine and medium gravel; a few shale pebbles and a few rocks; a hard rock at 112 ft. used press from 37 to 128 ft.
17081	TILL	128	158	Soft, grey clay, fine and medium gravel, shale pebbles and a little coal
17081	TILL	158	186	Hard, grey clay; fine and medium gravel, shale, pebbles, coal and a few rocks
17081	TILL	186	195	Grey clay, fine and medium gravel, shale, pebbles, coal and rocks
17081	SAND	195	214	Fine, medium and coarse, fine to medium gravel, a few shale pebbles, a little coal and maybe a little grey clay
17081	CLAY	214	228	Smooth, grey, a hard rock at 227 ft. about 4 in. thick
17081	SHALE	228	235	
17082	TOPSOIL	0	1	Silty loam, black
17082	SILT AND SAND	1	10	Clayey, yellowish gray, soft, loose to slightly cohesive, yellowish gray to dusky yellow, oxidized
17082	CLAY	10	15	Silty to sandy with pebbles, moderate olive-brown, moderately soft, cohesive, oxidized (till)
17082	CLAY	15	60	Silty with sand grains, pebbles, and occasional cobbles, olive-gray, moderately soft, cohesive, stiff, tight (till)
17082	CLAY	60	117	Silty to sandy with pebbles and thin gravelly stringers, gravel mostly carbonates and shale, olive-gray, moderately soft, cohesive, chunky (till)
17082	SHALE	117	140	Black, hard, siliceous, brittle, thinly interbedded with medium gray, soft, crumbly clay and very light gray, chalky silt
17083	CLAY	0	4	Yellow, sandy, in ditch
17083	CLAY	4	17	Yellow
17083	TILL	17	70	Grey clay, fine and medium gravel and shale pebbles
17083	TILL	70	87	Grey hard clay, fine and medium gravel and shale pebbles
17083	CLAY	87	121	Grey, sandy; maybe a few fine and medium gravel and shale pebbles
17083	CLAY	121	172	Soft, gray; fine and medium gravel, shale pebbles and coal
17083	GRAVEL	172	184	Fine and medium and about half coal
17083	SHALE	184	190	
17084	TOPSOIL	0	1	Silty loam, black
17084	CLAY	1	10	Silty to sandy, dusky yellow, very soft, loose, sloppy
17084	SAND	10	20	Medium to very coarse with gravel, moderately sorted, subangular to subrounded; sand mainly quartz; gravel mainly shale and limestone -to- clay, silty to sandy, olive-gray, moderately soft, cohesive, tight (till)
17084	TILL	20	30	As above, occasional sandy and gravelly stringers and frequent rocks
17084	TILL	30	40	As above
17084	TILL	40	50	As above, silty to sandy clay with pebbles, cobbles and boulders
17084	TILL	50	60	As above, very gravelly
17084	TILL	60	70	As above, many shale pebbles
17084	TILL	70	80	As above
17084	TILL	80	90	As above, becoming very sandy
17084	TILL	90	100	As above, sandy and gravelly
17084	GRAVEL	100	110	Fine to coarse, sandy, poorly sorted, subangular to subrounded
17084	GRAVEL	110	120	As above -to- clay, silty to sandy with rocks, olive gray, moderately soft, very cohesive and tight (till)
17084	GRAVEL	120	130	Fine to coarse with very coarse sand, poorly sorted, hard to tell from drilling but maybe just a very gravelly till
17084	GRAVEL	130	140	Or very gravelly till, as above,  not taking much water, mud quite thick
17084	GRAVEL	140	150	Or gravelly till, as above; very large cobbles and boulders -to- clay, very sandy, moderate olive-brown, soft, gritty, slightly plastic, slightly calcareous [(till)?], oxidized, changed to rock bit at 44 ft.
17084	CLAY	150	160	Sandy, oxidized, as above, appears to have uniform texture, tight but uniform drilling- no rocks except for occasional gravely layers, some samples of highly carbonaceous, sandy clay appearing. 
17084	CLAY	160	170	Sandy, oxidized, as above -to- clay, silty to very sandy, tight drilling, Kelly bar rattles occasionally; however, this may or may not be till, olive gray to olive black, detrital coal showing up, rattling may be due to detrital lignite layers
17084	CLAY	170	180	Silty to sandy, as above (till?)
17084	CLAY	180	190	Silty to sandy, as above (till?)
17084	CLAY	190	200	As above, with sandy and gravelly layers
17084	CLAY	200	210	Sandy and gravelly, as above
17084	CLAY	210	220	As above, very gravelly (must be till)
17084	CLAY	220	230	As above, gravel decreasing steadily
17084	CLAY	230	240	Looks like weathered Pierre, with a large ? of shale pebbles, also occasional limestone and granitic particles
17084	CLAY	240	250	(Till?), as above, mostly shale pebbles
17084	CLAY	250	263	(Till?), as above -to- shale, olive black, moderately hard to hard and brittle, very tight, noncalcareous
17085	TOPSOIL	0	2	
17085	TILL	2	18	Dark yellowish orange (first foot was yellowish gray and very highly calcareous), clay through gravel, shale, limestone, quartz, granite, and lignite, calcareous, non- to cohesive, oxidized
17085	SAND	18	23	Medium sand to medium gravel, predominantly rounded to well-rounded quartz, abundant limestone and granite, oxidized
17085	TILL	23	52	Olive gray, clay through gravel, silty, shale, limestone, granite and quartz, cohesive, calcareous, lignite fragments--boulders, limestone at 23 ft; sand, very fine to medium, predominantly quartz at 37 ft.; sand, medium to coarse, limestone, shale and quartz at 44 ft.
17085	GRAVEL	52	62	Coarse sand to large gravel, subrounded to rounded with a few very angular chips, composition varied with abundant limestone, shale and granite
17085	TILL	62	68	Olive gray, clay through gravel, abundant shale and limestone grains, some lignite fragments, calcareous
17085	TILL	68	80	(?), olive- gray, clay through sand, poorly sorted, a few cuttings hang together long enough to get out of the hole and consists of gray clay with quartz and lignite sand, calcareous, drills hard (solid) must be a very clay sand or, more likely, a very sandy till (there were a few rough places, boulders and cobbles in this section so it probably is till)
17085	TILL	80	303	Olive gray, clay through gravel, abundant shale, limestone and quartz, cohesive, calcareous, more granule size material after about 97 ft., some lignite and granite, gravel, limestone, shale, subrounded, small, about 137 ft. and 196 ft.
17085	SHALE	303	318	Dark greenish gray to greenish black, silty, noncalcareous (Bedrock-Pierre Shale)
17086	TOPSOIL	0	1	Black, on edge of field
17086	CLAY	1	4	Yellow
17086	CLAY	4	16	Yellow, fine and medium gravel and shale pebbles
17086	SAND	16	18	Fine, medium and coarse, fine gravel and rocks
17086	TILL	18	20	Grey clay, fine and medium gravel and shale pebbles
17086	ROCK	20	21	
17086	SAND	21	70	Medium and coarse, fine gravel and shale pebbles
17086	GRAVEL	70	76	Fine and medium, shale pebbles and rocks, rock bit at 76 ft., had to ream out rock at 20 ft. to get bit through
17086	TILL	76	160	Hard, grey clay, fine and medium gravel and shale pebbles, changed from rock bit
17086	TILL	160	190	Grey clay, not as hard as above, more fine and medium gravel, shale pebbles and coal and rocks--a rock at 175 ft.-a rock at 180 ft. 
17086	TILL	190	193	Grey, hard clay, fine and medium gravel, shale pebbles and a little coal
17086	SHALE	193	200	
17894	TOPSOIL	0	1	
17894	CLAY	1	5	yellowish brown, silty, sandy with pebbles, oxidized
17894	SAND	5	16	oxidized, medium to coarse sand
17894	SAND	16	26	fine to medium
17894	SAND & GRAVEL	26	37	medium to very coarse sand to fine gravel
17894	CLAY	37	40	gray, silty
18423	TOPSOIL	0	1	Black
18423	SAND & GRAVEL	1	26	Shalely, oxidized, drills fast
18423	CLAY	26	29	Olive gray, silty, very fine sand drills smooth
18423	CLAY	29	134	Olive gray, silty sand with pebbles and rocks (till) 50-52’ sand
18423	GRAVEL	134	137	Mostly shale
18423	CLAY	137	153	Black hard till
18423	SAND	153	179	20% gravel, well rounded
18423	SAND	179	187	Fine to medium, abundant lignite
18423	GRAVEL	187	247	Sandy, rocky, well rounded to subrounded 
18423	GRAVEL	247	252	With clay lenses
18423	GRAVEL	252	272	Drills clean
18423	GRAVEL	272	277	With clay lenses
18423	GRAVEL	277	284	Clean
18423	GRAVEL	284	287	Interbedded with fracture, grayish shale
18423	SHALE	287	320	Black brittle with grayish bentonite clay (Bedrock)
18424	TOPSOIL	0	1	Black
18424	GRAVEL	1	6	Sandy, iron stained, oxidized mixed mud
18424	CLAY	6	17	Yellowish brown, iron stained, silty, oxidized
18424	CLAY	17	22	Yellowish brown, silty, sandy with pebbles, oxidized till
18424	CLAY	22	25	Olive grey till
18424	SAND	25	36	Very Fine
18424	CLAY	36	84	Olive grey till
18424	GRAVEL	84	94	With till lenses
18424	CLAY	94	170	Olive gray till
18424	SILTY	170	176	Clayey with fine sand
18424	SAND	176	180	Very fine to fine, lignite
18424	CLAY	180	184	Olive grey silty
18424	CLAY	184	192	Sand lenses, lignite
18424	GRAVEL	192	307	Sandy, with lignite, abundant shale composed of igneous, limestones, shales, drills choppy, appears clean with no clay layers
18424	SHALE	307	320	Black, brittle some greenish gray, small particles of bentonite (bedrock)
18424	CLAY	320	340	Whitish gray, silty very sandy
18425	TOPSOIL	0	2	
18425	GRAVEL	2	11	Oxidized, iron stained
18425	GRAVEL	11	22	Unoxidized, sandy, lots of shale
18425	SAND	22	35	Fine to very fine gray
18425	CLAY	35	52	Olive gray, silty
18425	CLAY	52	152	Olive gray, silty sandy with pebbles and rocks (till)
18425	CLAY	152	161	Silty with lignite layers
18425	TILL	161	172	Same as above
18425	SAND	172	222	Very fine to fine, abundant lignite
18425	GRAVEL	222	238	Sandy, coarse gravel to coarse sand, drills fast and choppy, well rounded to subrounded
18425	CLAY	238	239	Black, greasy
18425	ROCKS	239	240	
18425	CLAY	240	245	Black greasy, with whitish bentonitic clays (seal leaking badly on drive shaft)
18426	TOPSOIL	0	2	
18426	GRAVEL	2	11	Oxidized taking water
18426	GRAVEL	11	35	Gray, unoxidized, coarse gravel to coarse sand, well rounded to subrounded
18426	CLAY	35	40	Gray silty
18427	TOPSOIL	0	1	
18427	GRAVEL	1	14	Oxidized, iron stained
18427	CLAY	14	19	Olive gray, silty sandy
18427	CLAY	19	72	Silty, sandy with pebbles (till)
18427	SAND	72	78	Very fine silty
18427	CLAY	78	106	Olive gray, silty
18427	SAND	106	145	Very fine to coarse, well rounded to subrounded
18427	GRAVEL	145	150	Rocky, very coarse gravel, well rounded to subrounded, very rough drilling, igneous, carbonates, abundant shale
18427	Rocks	150	153	Interbedded with clay and shale
18427	CLAY	153	158	Black to green, drills smooth, lots of shale
18427	SHALE	158	160	Black brittle, whitish
18428	TOPSOIL	0	1	
18428	CLAY	1	22	Yellow brown silty, oxidized
18428	CLAY	22	58	Olive gray, silty, unoxidized
18428	CLAY	58	107	Olive gray, silty, sandy with pebbles (till) 64-65’ sand
18428	GRAVEL	107	110	Mostly shale and carbonates
18428	CLAY	110	124	Olive gray till
18428	GRAVEL	124	133	Sandy, with very coarse sand, well rounded to subangular
18428	CLAY	133	135	Silty
18428	SANDSTONE	135	136	Hard grayish white, abundant whitish specks
18428	SHALE	136	140	Black with whitish fragment
18429	TOPSOIL	0	2	14706018CCC
18430	TOPSOIL	0	1	Black
18430	SANDY & GRAVEL	1	8	Oxidized
18430	CLAY	8	12	Silty sandy yellow brown oxidized till
18430	GRAVEL	12	19	Sandy oxidized
18430	CLAY	19	26	Silty, oxidized
18430	SAND	26	32	Gravelly
18430	CLAY	32	105	Olive gray, silty, sandy with pebble (till)
18430	GRAVEL	105	110	Sandy
18430	CLAY	110	141	Silty, sandy with pebbles, till
18430	CLAY	141	202	Sticky, drills smooth
18430	CLAY	202	208	With layers of sand
18430	CLAY	208	217	With layers of sand
18430	CLAY	217	236	With whitish bentonitic clay and lignite, some layers of gravel
18430	CLAY	236	246	Greenish gray to black bentonitic, abundant black shale (bedrock)
18431	TOPSOIL	0	1	
18431	CLAY	1	5	Yellowish brown, silty sandy with pebbles (oxidized till)
18431	CLAY	5	22	Yellowish brown, silty
18431	SAND	22	26	Very fine to fine oxidized
18431	CLAY	26	77	Olive gray, silty
18431	CLAY	77	111	Olive gray, silty sandy with pebbles rocky (till)
18431	GRAVEL	111	114	Sandy
18431	CLAY	114	225	Olive gray silty sand with pebbles and rocks, interbedded with sand and gravel
18431	CLAY	225	262	Olive gray very sandy
18431	CLAY	262	272	Olive gray, silty, very sandy with pebbles (till)
18431	CLAY	272	300	Tight, greenish gray, sticky, whitish specks (bedrock)
18432	TOPSOIL	0	1	
18432	GRAVEL	1	4	Oxidized
18432	CLAY	4	11	Yellowish brown, iron stained, oxidized till
18432	CLAY	11	16	Yellow brown, oxidized, silty
18432	CLAY	16	28	Olive gray, silty
18432	CLAY	28	86	Olive gray, silty sandy with pebbles, rocky, (till) (72-73 gravel)
18432	CLAY	86	90	Very silty, olive gray
18432	SHALE	90	140	Black, brittle, fragments of whitish bentonite, also greenish siltstone (bedrock)
19028	TOPSOIL	0	1	Sandy, silty, clayey, grayish-black
19028	SAND	1	13	Slightly clayey, silty, very fine– to coarse-grained, subangular to rounded, moderately well sorted, mostly quartz and shale, oxidized
19028	CLAY	13	25	Very silty, sandy, pebbly, a few cobbles, olive gray, cohesive, moderately plastic, calcareous (till)
19028	CLAY	25	32	Very silty, sandy, olive gray to medium dark gray, very cohesive, very plastic, calcareous (glacio-fluvial sediment)
19028	COBBLES	32	33	Granite and carbonates, rough drilling
19028	SHALE	33	60	Siliceous, grayish-black, very bentonitic, non-calcareous, indurated, bedded (Pierre Formation)
19029	TOPSOIL	0	1	Silty loam, black
19029	SILT	1	5	Clayey and sandy with pebbles, yellowish gray and dusky yellow, soft, slightly cohesive, oxidized (till)
19029	CLAY	5	23	Silty with sand grains and pebbles, olive gray, soft, cohesive, slightly plastic (till)
19029	SILT	23	38	Slightly clayey to very sandy with pebbles, light olive gray, moderately soft, chunky, crumbly (till)
19029	SILT and CLAYEY SILT	38	124	Light olive to olive gray, soft to moderately soft, slightly to moderately cohesive, non- to slightly plastic, laminated, smooth, easy drilling
19029	CLAY	124	191	Medium to dark gray, generally soft and crumbly with hard, brittle shale pebbles (macerated shale); erratic drilling
19029	CLAY	191	240	Soft to very hard with included shale blocks, highly bentonitic, white green and black; samples large and highly contorted, tendency to “boot up” test hole
19029	SHALE	240	260	Very silty (siltstone?), nearly white, moderately hard, dry, very tight, chalky, highly calcareous (Niobrara)
19030	TOPSOIL	0	1	Silty, sandy clay loam, brownish-black
19030	SAND	1	10	Gravelly, fine to very coarse, mostly medium to very coarse, subangular to rounded, fair sorting, oxidized, about 40% shale
19030	CLAY	10	29	Silty, moderately sandy, pebbly, a few cobbles, olive gray, moderately cohesive, brittle, calcareous (till)
19030	GRAVEL	29	32	Clayey, fine to coarse, subangular to rounded, poorly sorted, about 60% carbonates, caving slightly
19030	CLAY	32	39	Silty, slightly sandy, pebbly, a few cobbles, olive gray, cohesive, brittle, calcareous (till)
19030	SAND	39	41	Slightly gravelly, medium to very coarse, poorly sorted, shaley
19030	CLAY	41	107	Moderately silty, pebbly, a few cobbles, olive gray, cohesive, slightly plastic, calcareous (till)
19030	GRAVEL	107	112	Sandy, fine to coarse, angular to subrounded, poorly sorted, mostly carbonates caving slightly
19030	CLAY	112	166	Moderately silty, slightly sandy, pebbly, cobbles, a few boulders, olive gray, cohesive, slightly plastic, calcareous (till)
19030	SAND	166	170	Very fine to coarse, mostly medium, subangular to rounded, moderately well sorted, lignitic, about 25% shale
19030	CLAY	170	231	Very silty, olive gray with light olive gray mottling, very cohesive, moderately plastic, slightly indurated, hard, highly calcareous
19030	BOULDERS and DOLOSTONE	231	234	Yellowish-gray hard and granite
19030	SHALE	234	260	Siliceous, medium dark gray with some dark brown mottling, numerous small white specks, slightly calcareous, moderately well indurated, some thin light greenish-gray bentonitic laminae, not real good Niobrara – probably transitional horizon between Pierre and Niobrara Formations (Niobrara formation)
19031	TOPSOIL	0	1	Silty, sandy, clay loam, brownish-black
19031	SAND	1	10	Gravelly, fine to very coarse, mostly coarse to very coarse, subangular to rounded, fair sorting, about 50% shale, oxidized
